user_id;breed_id;name;birth_dt;sex;weight;height;length;has_defects;is_multicolor
542;145;Lynn Lucero;2024-07-21;female;89.585;10.973;29.918;True;False
946;312;Jon Trujillo;2024-07-30;male;85.829;9.45;64.915;True;True
404;709;Samantha Kelley;2024-07-15;male;19.966;92.152;48.481;False;False
113;988;Nicole Dennis;2024-02-19;male;95.52;93.504;4.092;False;True
590;580;Patricia Miller;2024-03-25;female;78.487;13.455;23.614;False;True
905;132;Jill Scott DVM;2024-05-01;female;50.776;55.712;3.175;False;True
28;708;Monica Moore;2024-01-17;male;74.07;78.476;6.175;False;True
374;954;Anne Conway;2024-08-18;female;12.428;18.01;65.682;True;False
103;678;Hailey Rodriguez;2024-08-10;male;80.364;14.228;3.614;False;False
587;782;Aaron Santiago;2024-08-07;female;99.816;0.577;58.908;True;False
61;274;Adam Moreno;2024-07-23;male;27.649;87.857;40.978;True;False
771;505;Dawn Reid;2024-02-12;male;8.72;13.369;72.675;False;True
759;877;Victoria Lozano;2024-05-09;female;88.624;76.471;43.281;True;False
562;138;Mark Nolan;2024-02-06;male;57.74;92.266;91.299;False;False
173;684;Jessica Small;2024-08-01;male;8.898;9.406;59.702;True;False
567;370;Walter Dixon;2024-01-10;male;18.263;40.553;61.014;True;False
169;808;Nancy Robertson;2024-05-22;female;68.186;0.549;51.53;False;False
46;487;Maria Taylor;2024-02-20;female;83.201;31.709;28.985;False;False
914;618;Christopher Saunders;2024-02-16;female;99.509;26.562;59.75;False;False
129;354;Kimberly Weiss;2024-08-22;female;53.869;37.52;81.658;False;False
179;672;Christopher Hopkins;2024-05-07;male;39.976;2.505;90.626;True;False
745;538;Karen Lozano;2024-02-11;female;34.514;48.954;34.912;True;False
785;5;Kathy Barron;2024-01-06;male;42.554;65.943;49.542;True;False
450;17;Katherine Garcia;2024-06-30;male;34.881;76.113;81.886;False;False
664;916;Juan Craig;2024-03-02;male;9.456;6.104;20.515;True;False
437;278;Patricia Foster;2024-03-10;female;85.201;97.418;51.619;True;True
92;720;Megan Williams;2024-04-27;male;55.172;52.061;82.985;True;True
538;814;Megan Briggs;2024-02-16;female;42.946;66.514;23.617;True;True
454;453;Corey Cooper;2024-08-02;female;94.454;42.807;18.094;True;False
276;654;Amanda Herrera;2024-05-03;female;81.65;56.146;99.231;False;True
515;480;Emily Munoz;2024-05-24;male;85.791;82.356;48.511;True;True
413;40;David Garcia;2024-08-22;male;95.856;55.956;35.031;False;True
479;657;Jeff Fletcher;2024-04-21;female;70.704;58.753;19.194;True;True
19;455;Taylor King;2024-02-15;female;64.247;20.64;31.634;True;False
991;333;John Tate;2024-01-23;female;42.873;40.717;44.952;False;False
156;953;Brian Fletcher;2024-03-11;male;46.304;76.446;68.202;True;False
908;655;Manuel Miller;2024-01-31;male;42.631;42.263;97.356;True;False
595;842;Preston Stevens;2024-07-12;female;84.628;92.536;93.446;True;False
593;1;Todd Rogers;2024-02-09;female;80.107;2.057;14.71;False;True
820;197;Arthur Smith;2024-06-19;male;58.093;12.704;38.495;False;False
435;616;Nicholas Taylor;2024-06-13;male;96.928;78.154;95.986;True;True
433;339;Victoria Taylor;2024-05-20;male;70.089;77.616;61.238;False;True
291;869;Tyler Sandoval;2024-01-12;male;86.138;80.06;28.497;False;False
551;86;Jacob Wallace;2024-02-20;male;87.817;20.862;54.582;True;True
642;3;Christopher Joyce;2024-05-23;male;15.393;5.237;50.111;True;True
694;352;Melanie Stevens;2024-08-18;female;59.261;98.002;84.64;False;False
321;589;Bryan Hernandez;2024-05-31;female;71.18;9.759;7.291;False;True
496;416;Andrew Smith;2024-05-11;female;30.847;77.293;7.896;True;False
467;320;Devin Bennett;2024-06-06;male;71.058;67.312;37.616;True;True
808;14;Mary Mcpherson DDS;2024-03-30;male;34.199;26.174;15.819;True;False
897;906;Christopher Pierce;2024-04-04;female;26.693;74.078;68.484;True;False
218;272;Abigail Jackson;2024-09-08;female;56.276;0.541;29.829;False;False
72;132;Todd Osborne;2024-04-10;female;43.332;75.205;92.642;True;True
57;830;Devin Johnson;2024-05-27;female;62.716;87.466;64.541;True;False
802;894;Krystal Nelson;2024-07-14;male;58.983;15.627;37.275;False;False
13;333;Jay Jennings;2024-08-29;male;77.339;86.256;65.741;False;True
419;143;Jonathan Newton;2024-06-30;male;70.637;26.339;83.92;False;True
425;931;Jon Johnson;2024-04-21;male;15.782;3.457;62.308;False;False
809;497;Angela Joseph;2024-08-24;female;9.575;94.904;29.354;False;True
89;296;Adam Russo;2024-03-27;male;56.395;35.798;35.825;False;True
748;773;Jessica Edwards;2024-01-03;male;78.761;27.261;64.09;True;True
843;26;Grace Holmes;2024-04-04;male;94.082;90.073;80.716;False;False
898;295;Patrick Jones;2024-08-22;male;88.257;46.839;24.393;True;False
331;214;Angela Ramirez;2024-02-29;male;6.607;80.996;16.286;False;True
329;29;Mercedes Frank;2024-02-24;male;17.232;8.916;89.152;True;False
526;641;Crystal Dawson;2024-08-17;female;52.607;53.294;75.012;True;True
28;63;Tyler Vazquez;2024-02-22;male;39.542;74.083;72.048;False;False
350;281;John Rush;2024-04-02;male;11.99;71.612;22.504;False;True
563;578;Garrett Brooks;2024-02-08;female;37.955;15.208;26.275;False;False
631;165;Tara Flores;2024-03-15;male;53.26;31.488;47.82;False;False
540;205;Jennifer Andrade;2024-01-10;female;89.725;41.675;31.414;True;False
347;701;Tonya Rich;2024-02-04;male;99.992;91.844;45.323;False;True
440;436;Cynthia Roach;2024-01-18;female;56.502;66.217;57.978;True;True
312;619;Nicholas Gardner;2024-08-02;female;60.253;66.367;4.695;False;False
272;368;Mrs. Angela Nelson;2024-08-07;male;69.676;98.585;89.455;False;False
129;772;Phyllis Tapia;2024-07-27;male;34.166;6.374;41.69;True;True
587;414;Connor White;2024-06-17;female;50.027;1.211;28.396;True;True
169;605;Teresa Gibbs;2024-04-03;male;52.573;13.808;99.261;False;True
429;243;Maria Webb;2024-08-30;male;98.052;70.789;60.52;True;False
637;718;Emily Petersen;2024-05-20;female;70.623;54.809;74.627;True;True
970;77;Nancy Brown;2024-09-12;female;69.094;38.338;80.312;False;True
921;278;David Dillon;2024-06-23;female;62.006;77.992;7.3;True;False
710;428;Micheal Travis;2024-01-06;male;57.546;61.198;47.522;True;False
994;38;Linda Wright;2024-03-15;female;90.0;48.314;43.098;False;False
642;192;David Carney;2024-07-22;female;27.387;24.761;72.901;False;False
798;730;Timothy Chavez;2024-08-10;female;66.369;50.672;18.999;True;False
347;508;Christopher Hodges;2024-06-17;female;29.433;35.373;88.261;False;True
412;435;Katelyn Rose;2024-04-07;male;45.899;85.405;68.224;True;False
940;265;Justin Clarke;2024-07-05;female;13.849;71.952;32.22;True;True
286;854;Christopher King;2024-08-13;male;22.196;7.191;72.293;True;True
48;213;Christopher Lewis;2024-04-08;female;2.223;49.488;20.031;False;True
138;707;Stephen Rowe;2024-06-16;male;49.699;22.654;19.307;True;False
476;965;Nichole Gray;2024-06-09;female;70.312;28.068;62.259;True;False
544;204;Lori Pierce;2024-08-12;female;86.858;86.338;13.668;True;True
253;585;Mitchell Johnson;2024-06-28;female;35.466;48.088;66.663;True;True
27;191;Ryan Phillips;2024-02-10;female;52.899;19.169;61.031;True;True
42;118;Bobby Rivera;2024-09-10;female;96.077;53.573;55.355;False;False
958;253;Nathan Greene;2024-02-16;male;48.534;76.292;19.659;False;False
956;91;Marie Hill;2024-02-04;male;30.687;27.646;6.632;False;True
429;640;Paul Cantu;2024-08-10;male;81.313;32.625;86.177;True;True
977;513;Michael Patel;2024-07-27;female;14.774;69.671;35.577;True;True
4;544;Rachel Bailey;2024-06-22;female;88.275;88.291;61.648;False;True
554;629;James Gomez;2024-02-29;female;23.161;12.923;61.973;True;True
847;612;Kathleen Brown;2024-05-03;male;96.679;18.679;52.214;True;False
617;134;Kenneth Kelly;2024-02-23;female;64.476;90.743;9.122;True;True
77;448;Melanie Ruiz;2024-09-03;male;57.677;69.555;52.308;True;False
397;804;Jeremy Carrillo;2024-09-12;female;97.376;31.84;25.598;True;True
932;914;Timothy Hunt;2024-07-23;female;76.966;75.925;12.83;True;True
761;464;Daniel Patel;2024-02-03;male;15.702;91.047;8.078;False;False
445;770;Allen Skinner;2024-02-22;female;26.985;14.603;46.226;True;True
164;758;Terri Steele;2024-01-12;female;36.707;20.638;24.406;True;True
486;558;Christopher Jones;2024-03-25;male;74.268;11.074;84.357;False;False
617;71;Jeffery Bailey;2024-01-11;female;75.527;99.141;93.897;False;True
498;852;April Ramos;2024-01-26;female;57.251;48.078;98.904;True;True
954;259;Jacqueline Sharp;2024-07-09;female;25.202;58.394;89.146;True;False
553;841;Cathy Leach;2024-06-05;male;90.773;24.105;32.843;False;False
825;505;Melissa Clark;2024-05-05;male;67.437;22.059;2.467;False;False
880;173;Craig Hodges;2024-04-14;female;92.228;41.944;79.443;True;False
610;626;Jill Riley;2024-01-26;male;12.241;11.763;10.253;False;False
347;445;Trevor Adams;2024-02-24;female;32.677;69.463;82.831;True;False
313;835;Jason Fernandez;2024-03-27;male;21.058;82.549;45.846;False;False
846;496;Danielle Smith;2024-01-08;male;74.874;21.053;68.091;False;True
849;252;Michael Berg;2024-01-24;male;57.466;41.608;48.068;False;True
335;974;Ryan Walters;2024-02-07;female;83.041;1.655;18.186;True;True
318;725;Kevin Cooper;2024-07-11;male;13.72;77.301;85.474;False;False
297;745;Gregory Galloway;2024-04-13;male;28.852;89.328;16.281;False;False
992;964;Matthew Perez;2024-01-22;male;50.032;17.024;71.958;False;True
694;391;Javier Perry;2024-01-05;female;64.871;91.373;79.195;True;False
577;747;Natalie Rogers;2024-03-20;female;96.811;94.31;57.395;False;True
42;980;Peter Jones;2024-01-15;male;68.12;70.934;68.342;True;True
759;118;Rick Stafford;2024-04-28;female;78.918;62.711;64.64;False;True
796;32;Dennis Hernandez;2024-08-18;male;3.458;36.983;9.322;True;False
276;206;Stephen Bradley;2024-05-13;female;80.274;28.684;74.172;True;True
927;145;Christopher Dominguez;2024-03-19;male;56.251;61.65;42.011;True;False
271;299;Doris Oliver;2024-04-03;female;67.966;29.108;34.565;True;False
687;645;William Hopkins;2024-07-04;male;52.806;83.226;67.877;False;False
141;664;Thomas Barton;2024-02-06;male;47.224;56.583;93.131;True;True
110;741;Brandi Kaiser;2024-08-31;male;75.419;35.842;85.231;False;True
846;740;Emily Palmer;2024-02-04;female;87.335;26.358;35.277;False;False
251;183;Justin Ortiz;2024-02-08;male;21.055;20.925;10.482;True;False
245;125;Gregory Brown;2024-06-20;male;31.253;25.005;68.349;True;True
24;114;Kathryn Wall;2024-06-15;female;36.452;33.248;68.708;False;False
24;814;Belinda Taylor;2024-06-17;female;64.963;76.999;72.855;True;True
879;990;Amy Pearson;2024-06-03;male;45.932;83.094;61.226;True;False
253;49;Brian Bryant;2024-01-07;female;76.443;97.683;13.57;True;True
661;562;Kristina Simmons;2024-06-13;female;7.553;96.163;41.22;False;True
66;189;Angelica Fernandez;2024-05-26;male;84.656;26.165;6.297;False;False
48;653;Nicole Jones;2024-05-04;male;39.712;8.605;90.852;False;True
786;796;Shirley Flores;2024-04-19;female;91.173;11.315;66.65;True;True
383;749;Thomas Burns;2024-05-22;female;19.143;22.732;34.963;True;True
21;306;Nancy Webb;2024-08-13;male;36.867;81.2;67.425;False;False
332;692;Scott Byrd;2024-04-04;female;98.635;42.933;5.155;True;True
18;188;Jennifer Robertson;2024-06-20;male;65.919;2.377;8.131;True;True
923;470;Jessica Ford;2024-05-19;female;38.045;76.244;50.648;True;True
634;29;Nicholas Hardy;2024-03-06;female;66.572;93.162;67.191;True;True
153;14;Kimberly Ruiz;2024-07-06;male;0.895;63.392;68.626;True;False
344;378;Adam Smith;2024-04-30;male;74.327;76.792;63.23;False;False
140;372;Johnny Thompson;2024-04-21;male;3.271;22.499;45.168;False;False
800;4;Lawrence Wilson;2024-03-03;male;66.759;72.518;36.613;False;False
824;225;Catherine Scott;2024-04-30;male;19.582;57.124;66.605;False;True
399;125;Danielle Trujillo;2024-05-24;male;11.69;55.638;73.008;True;True
472;150;Mark Zhang;2024-01-01;female;77.395;77.87;74.872;False;False
939;653;Michael Peterson;2024-06-06;male;55.054;54.492;4.047;False;False
963;378;Edward Meadows;2024-09-03;female;13.826;20.959;44.598;False;False
390;209;Diana Rodriguez;2024-04-18;female;96.04;77.653;57.0;False;False
710;882;Cory Thompson;2024-03-14;male;72.991;79.825;5.742;False;False
406;915;Ann Leach;2024-04-26;male;63.222;11.633;85.978;True;True
177;838;Elizabeth Welch;2024-06-26;male;73.73;48.095;12.343;False;False
563;218;Alexander West;2024-01-13;female;7.697;29.63;11.918;False;False
978;652;Brendan Armstrong;2024-06-17;male;19.101;87.732;91.762;False;True
276;653;Elizabeth Jones;2024-03-14;female;36.986;19.293;97.386;False;True
9;68;Anna Stokes;2024-08-05;male;79.44;34.692;10.117;False;True
598;540;Lucas Nichols;2024-01-13;male;53.036;72.711;30.661;True;False
382;784;Kristina Sutton;2024-08-17;male;96.93;24.015;28.462;False;True
218;386;Amber Hanna;2024-04-13;male;28.714;81.222;95.364;False;True
913;77;Charles Ballard;2024-07-02;female;71.07;10.866;64.561;False;True
198;712;Yvette Rodriguez;2024-05-21;female;1.715;30.835;2.238;False;True
205;110;John Moore;2024-07-29;female;68.861;25.451;14.42;True;False
584;208;Sarah Green;2024-05-23;male;21.928;5.419;23.088;True;False
519;429;Kimberly Reyes;2024-05-20;female;27.169;49.684;79.649;True;True
347;780;Alicia Li;2024-04-24;female;46.625;6.96;56.021;False;False
506;642;Stephanie Diaz;2024-05-27;female;24.122;71.961;91.154;False;True
709;234;Tina Lucas;2024-01-07;male;16.11;1.342;22.883;False;False
169;96;Dana Mckay;2024-06-20;female;15.175;39.014;35.971;True;False
745;20;Brandon Horton;2024-01-06;female;29.338;55.05;16.815;False;True
854;197;Karen Brooks;2024-05-15;female;89.791;57.194;58.62;False;True
68;907;Tara Hoffman;2024-08-24;male;20.999;18.661;43.007;True;True
925;583;Eric Ortiz;2024-05-05;female;79.895;16.481;87.63;False;False
156;272;Matthew Higgins;2024-05-10;female;85.602;31.655;19.354;True;False
178;933;Dr. Luke Stark;2024-03-27;female;60.255;30.235;22.898;False;False
488;531;Jeanette Lawson;2024-08-18;male;4.163;27.079;92.055;True;True
205;547;Matthew Lewis;2024-08-16;female;32.527;9.556;61.12;True;True
661;885;Julie Golden;2024-05-03;female;38.968;86.919;91.682;True;True
407;65;Donna Baker;2024-03-29;male;33.631;13.543;72.522;False;False
841;318;Dana Martin;2024-08-20;male;36.729;94.708;70.997;True;False
477;853;Zoe George;2024-02-11;male;14.297;79.232;64.103;False;True
69;565;Alan Wilson;2024-08-07;male;15.843;20.709;71.914;True;False
567;185;Michael Rice;2024-01-20;female;16.597;33.479;49.149;True;False
596;581;Joseph Long;2024-08-04;male;28.543;24.362;22.105;False;False
784;394;Alexandra Obrien;2024-01-04;female;11.802;93.971;64.235;True;False
264;857;Natasha Scott;2024-04-05;female;49.197;7.206;24.612;True;False
173;585;Taylor Hooper;2024-04-28;male;20.423;28.918;40.404;True;False
312;581;Amy Lopez;2024-07-15;male;96.032;6.726;68.234;True;True
471;910;Joseph Harris;2024-06-29;male;81.817;75.313;43.36;False;True
739;165;Cynthia White;2024-08-18;male;36.089;42.052;89.634;False;False
133;167;Charles Myers;2024-02-02;male;14.377;91.14;19.122;True;True
76;689;Collin Cruz;2024-04-28;female;35.636;13.913;95.846;False;False
172;981;Karen Smith;2024-03-04;male;77.272;4.677;45.525;False;True
336;397;William Ruiz;2024-05-11;male;58.435;70.798;51.558;True;False
444;78;Travis Rios;2024-05-26;male;9.569;71.045;45.424;False;True
721;87;Jill Guzman;2024-06-30;female;74.303;15.839;86.386;True;False
713;309;Michelle Rice;2024-01-05;male;52.971;94.847;72.5;False;False
654;400;Matthew Kidd;2024-04-29;male;55.276;41.535;9.273;False;True
715;27;Kyle Henderson;2024-03-07;female;5.909;90.541;39.452;False;False
217;588;Joanne Case;2024-05-21;female;17.098;37.327;3.736;True;True
230;663;Michael Howell;2024-03-08;female;64.246;96.423;74.636;True;False
348;378;Kelsey Reed;2024-07-25;male;14.038;31.651;86.39;False;True
431;709;Andrew Washington;2024-05-03;female;22.452;9.792;70.537;True;False
724;614;Terry Wright;2024-06-26;female;18.258;0.065;73.521;False;True
726;784;Troy Clark;2024-03-14;female;69.8;20.819;26.384;True;False
53;886;Taylor Graves;2024-05-11;male;53.885;77.191;34.994;False;False
366;78;Nicholas Garrett;2024-08-12;male;75.611;59.847;71.639;True;True
373;526;Katie Baker;2024-06-24;female;98.718;57.695;98.042;False;True
169;28;Laura Small;2024-07-08;male;28.586;51.098;87.289;False;True
173;506;Jamie Herrera;2024-07-05;female;19.595;54.666;74.978;False;False
61;229;Jessica Rice;2024-05-18;male;44.058;36.888;48.22;True;False
720;411;Rodney Wright;2024-01-22;female;92.082;10.086;82.953;False;False
750;890;Judith Weaver;2024-04-10;female;78.918;54.904;89.478;True;False
677;365;William Patterson;2024-07-28;male;41.33;91.19;48.309;False;False
441;340;Michael Cole;2024-01-30;female;78.558;50.56;39.068;True;False
502;424;Jeffrey Petersen;2024-08-28;female;64.484;36.386;71.754;False;True
663;848;Natasha Henry;2024-01-16;female;44.592;80.53;54.516;True;False
933;714;Heather Waters;2024-05-24;female;91.378;68.44;25.614;True;True
543;853;Katherine Marquez;2024-08-28;female;56.903;8.99;36.915;True;False
28;239;Kenneth Silva;2024-09-09;male;42.518;90.883;58.235;True;False
247;49;Kristen Carpenter;2024-04-19;male;39.22;93.028;99.104;False;False
994;898;Joseph Brown;2024-07-04;male;42.591;25.488;16.155;True;False
625;121;Bryan Harvey;2024-08-20;female;79.868;46.158;92.583;True;False
579;322;Linda Baker;2024-07-26;male;40.111;40.97;27.324;False;False
52;403;Donna Jimenez;2024-02-04;male;23.964;65.132;12.822;True;False
428;181;Jesus Taylor;2024-06-28;female;71.947;92.701;85.467;True;True
781;821;Wendy Perez;2024-08-14;female;16.777;45.723;31.935;False;False
836;747;Wendy Roy;2024-01-29;male;60.541;63.788;35.219;True;True
733;440;Christopher Nicholson;2024-07-11;male;50.699;72.106;93.663;False;True
41;795;Kim Manning;2024-01-30;male;17.408;62.383;4.277;True;False
562;51;Alex Charles;2024-06-29;female;97.476;31.49;65.726;True;False
898;404;Kevin Campbell;2024-07-29;female;99.771;28.746;80.218;False;True
130;839;Robin Mason;2024-02-09;female;78.918;61.197;87.588;False;False
995;994;Sandra Hall;2024-04-06;female;10.433;93.281;72.662;False;True
664;800;Edward Hayes;2024-08-07;female;89.565;22.094;92.597;True;False
865;827;Jack Crane;2024-02-25;female;37.282;48.757;13.094;False;True
881;682;Sean Snyder;2024-06-19;female;19.882;16.67;39.055;False;False
298;642;Linda Brown;2024-03-05;male;55.59;49.444;90.148;True;False
270;905;Jennifer Martin;2024-09-10;male;67.098;58.747;85.058;True;True
439;521;Mario Saunders;2024-01-11;female;38.521;60.848;89.603;True;False
740;716;Victoria Moore;2024-06-19;male;90.994;58.114;66.047;True;False
201;673;Melissa Miller;2024-06-17;female;87.184;91.228;14.407;True;True
810;263;Sarah Perez;2024-02-14;female;51.185;27.571;2.452;False;True
142;279;Katrina Martinez;2024-09-02;female;31.907;0.048;17.726;True;True
833;687;Jacob Anderson;2024-02-05;female;50.395;78.782;12.848;True;True
653;91;Ryan Mcgrath;2024-05-31;male;76.121;86.266;85.478;False;False
81;710;Sandra Mcintosh;2024-04-15;female;73.548;86.986;41.089;False;False
97;796;William Phillips;2024-02-26;female;20.793;10.42;21.479;True;False
607;609;Debra Lopez;2024-05-31;male;27.417;62.529;81.083;False;True
393;36;Alexis Allison;2024-05-06;male;95.089;61.116;27.741;True;False
943;93;Veronica Rodriguez;2024-06-15;male;25.46;86.785;67.803;False;False
291;553;Shaun Hill;2024-02-02;male;82.733;81.544;3.317;False;False
26;886;Natalie Young;2024-01-31;female;1.823;9.112;13.612;False;False
126;156;Joshua Roberts;2024-05-31;female;8.459;62.103;18.296;True;True
284;648;Randall Gutierrez;2024-07-30;female;42.57;61.517;45.028;False;False
620;389;Matthew Burnett;2024-04-30;male;97.2;14.838;93.924;False;True
437;480;Kimberly Nunez;2024-01-29;female;56.047;66.911;29.681;True;False
811;281;Jesse Thomas;2024-05-18;female;73.739;88.88;97.871;False;True
4;152;Tonya Freeman;2024-04-29;male;5.285;32.854;29.752;True;True
641;772;Jennifer Sanchez;2024-05-21;male;17.526;36.603;40.038;False;False
599;63;Corey Jones DDS;2024-06-02;female;15.702;82.049;73.303;True;False
858;822;Isabel Carter;2024-05-31;female;50.499;48.897;91.706;False;False
284;342;Zachary Jackson;2024-05-09;female;0.345;77.609;80.574;False;True
179;473;Craig Brady;2024-09-04;female;83.352;99.999;39.432;True;True
789;250;Jasmine Graham;2024-03-16;male;81.589;1.222;20.56;True;False
820;275;Claire French;2024-02-21;male;57.785;50.346;60.077;False;False
319;395;James Moyer;2024-01-03;female;57.666;69.318;63.172;False;False
811;172;Susan Gomez;2024-06-23;male;6.641;20.809;86.08;False;False
446;752;Suzanne Juarez;2024-04-21;female;64.85;46.36;85.105;False;True
206;979;Jennifer Brown;2024-06-25;female;99.466;20.368;35.004;True;True
172;395;Hannah Logan;2024-02-09;female;22.346;85.817;54.199;False;False
532;241;Mark Whitehead;2024-07-08;female;41.715;19.348;31.197;False;True
307;761;Leah Macias;2024-01-12;female;11.238;74.546;90.041;True;False
373;423;Jonathan Davis DDS;2024-08-16;female;14.583;64.96;66.446;False;False
193;365;Marcus Reynolds DDS;2024-06-14;male;80.719;19.375;7.96;False;True
358;850;Dave Mitchell;2024-02-10;male;92.998;96.159;64.605;True;True
98;478;Ronald Holland;2024-02-15;male;64.12;71.628;25.762;False;False
586;892;Jessica Ali;2024-02-02;male;80.318;50.12;16.564;False;False
881;493;Ana Alvarez;2024-02-06;female;19.992;81.091;17.971;False;False
622;281;Jamie Mcdowell;2024-09-08;male;12.546;76.837;22.642;False;False
105;70;Benjamin Dominguez;2024-06-10;female;61.53;74.356;6.747;True;False
283;974;Laura Graham;2024-08-30;male;31.87;30.531;4.588;True;False
929;966;Taylor Walter;2024-01-11;female;42.183;50.423;37.906;False;False
160;549;Mark Lane;2024-02-12;female;89.23;92.012;29.034;True;True
13;995;Robert Werner;2024-04-07;female;82.988;59.751;41.495;False;False
56;751;Michael Hansen;2024-06-08;male;73.727;41.062;50.173;False;True
415;726;Patrick Dunn;2024-05-26;male;7.462;5.15;87.001;False;False
69;976;Steve Brown;2024-08-20;male;24.407;7.633;68.799;True;False
651;564;William Thompson;2024-08-22;female;80.261;80.986;63.77;True;True
124;113;Christine Alexander;2024-02-14;male;15.814;23.005;40.606;False;True
598;374;Michele Escobar;2024-03-26;female;89.52;8.739;8.047;True;True
460;591;Joseph Cunningham;2024-03-18;female;84.699;64.069;93.758;False;False
519;599;Sherry Ryan;2024-04-10;male;37.761;64.019;5.548;True;True
466;325;Helen Mann;2024-03-15;male;39.88;14.597;59.426;True;False
58;464;Dustin Armstrong;2024-04-14;male;74.969;69.029;71.198;True;False
682;618;Austin Smith;2024-04-16;male;42.313;29.154;91.394;False;False
251;695;Emily Powell;2024-04-17;male;63.237;22.626;60.621;True;True
61;314;Jessica Robinson MD;2024-06-26;male;90.152;95.223;43.929;False;False
215;111;Dr. Lisa Santiago;2024-07-28;female;85.173;94.12;97.733;False;True
